,animal_id,unit_id,test_id,trial_id,sex,unit_type,conduction_velocity,time,exp_time,response_probability,log_probability
96,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,96.5,8.117410401552875e+41,0.9,-0.10536051565782628
97,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,97.5,2.2065409188685626e+42,1.0,0.0
98,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,98.5,5.998000083511737e+42,1.0,0.0
99,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,99.5,1.6304254634105793e+43,1.0,0.0
100,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,100.5,4.4319559098458955e+43,0.68,-0.3856624808119846
101,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,101.5,1.2047305214265772e+44,0.7,-0.35667494393873245
102,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,102.5,3.274797084583855e+44,0.7,-0.35667494393873245
103,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,103.5,8.901821406914952e+44,0.62,-0.4780358009429998
104,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,104.5,2.419765937060465e+45,0.66,-0.4155154439616658
105,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,105.5,6.577605775835635e+45,0.54,-0.616186139423817
106,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,106.5,1.7879786255221268e+46,0.62,-0.4780358009429998
107,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,107.5,4.860229807429978e+46,0.6,-0.5108256237659907
108,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,108.5,1.3211474367671912e+47,0.58,-0.5447271754416722
109,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,109.5,3.591251070079501e+47,0.62,-0.4780358009429998
110,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,110.5,9.76203252523121e+47,0.56,-0.579818495252942
111,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,111.5,2.6535955622162162e+48,0.5,-0.6931471805599453
112,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,112.5,7.213220596851904e+48,0.42,-0.8675005677047231
113,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,113.5,1.960756647308904e+49,0.42,-0.8675005677047231
114,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,114.5,5.329889164410075e+49,0.4,-0.916290731874155
115,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,115.5,1.4488140863316671e+50,0.4,-0.916290731874155
116,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,116.5,3.9382850036908655e+50,0.46,-0.7765287894989963
117,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,117.5,1.0705368560825642e+51,0.4,-0.916290731874155
118,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,118.5,2.9100208825849106e+51,0.52,-0.6539264674066639
119,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,119.5,7.910256885566915e+51,0.5,-0.6931471805599453
120,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,120.5,2.1502307550479586e+52,0.56,-0.579818495252942
121,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,121.5,5.844933188440638e+52,0.56,-0.579818495252942
122,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,122.5,1.5888175674695377e+53,0.58,-0.5447271754416722
123,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,123.5,4.3188539223889476e+53,0.7,-0.35667494393873245
124,hff11,hff11_3,long-duration_electrical_50.0~-1.0_1.0,hff11_3_long-duration_electrical_50.0~-1.0_1.0_1,F,,11.314957005787607,124.5,1.1739862136998947e+54,0.72,-0.3285040669720361
